id,nom,latitude,longitude
20245,C.F.P.A.,49.142821,6.171985
20244,RAMON,49.140223,6.17261
20439,LA DAME,49.098537,6.244019
20247,BOILEAU,49.142901,6.169416
20041,SUGNON,49.094047,6.163126
20246,BOILEAU,49.140167,6.172249
20040,SUGNON,49.09431,6.162337
20241,DE CHARDIN,49.144518,6.17181
20436,DOLICHE,49.094534,6.245755
20240,FONTAINES,49.146559,6.171951
20435,CUVION,49.092385,6.242829
20438,LA DAME,49.098897,6.2433
20243,DREYFUS,49.142275,6.172397
20437,DOLICHE,49.094615,6.246003
20242,DE CHARDIN,49.143952,6.172245
20909,FRIERES,49.140403,6.135219
20432,MERCY,49.092108,6.240533
20431,F.I.M.,49.092146,6.234798
20434,CUVION,49.09248,6.242702
20433,MERCY,49.092159,6.240086
20905,LESSY,49.120937,6.094775
20249,CONSTANTINE,49.091231,6.125226
20906,LE QUOITY,49.123278,6.094878
20248,CONSTANTINE,49.091427,6.12623
20907,SCY-CHAZELLES,49.114118,6.116556
20430,F.I.M.,49.092106,6.234914
20908,FRIERES,49.140146,6.135521
20913,ATELIERS MUNICIPAUX,49.14252,6.12179
20912,ATELIERS MUNICIPAUX,49.142488,6.122013
20630,BOUZONVILLE,49.135426,6.213675
20915,LORRY GRAND RUE,49.141806,6.118326
20631,TILLEULS,49.134521,6.209846
20914,LORRY GRAND RUE,49.141735,6.118591
20632,GRIMONT,49.140429,6.217495
20911,CARREFOUR,49.144455,6.127848
20910,CARREFOUR,49.144423,6.127608
20637,YVAN GOLL,49.13491,6.169867
20046,COLSON,49.089859,6.166111
20047,COLSON,49.090385,6.166508
20048,VACONS,49.087508,6.164527
20639,DURUTTE,49.114977,6.1928
20049,VACONS,49.087429,6.1643
20633,JOBA,49.141179,6.16567
20042,LYAUTEY,49.093867,6.167411
20043,LYAUTEY,49.093463,6.168015
20634,METZ-NORD GARE,49.136989,6.168307
20635,METZ-NORD GARE,49.137802,6.167997
20044,JERUSALEM,49.091913,6.167229
20045,JERUSALEM,49.091747,6.167272
20636,YVAN GOLL,49.133603,6.169638
20030,CHARLES PETRE,49.105376,6.166618
20236,BLORY,49.087247,6.166818
20235,BLORY,49.087325,6.167416
20449,STADE,49.13181,6.131997
20232,LE MERCIER,49.088393,6.169687
20448,STADE,49.131664,6.130795
20231,LE MERCIER,49.08877,6.16978
20447,CROIX D'OREE,49.132377,6.125455
20445,LA CROIX,49.128974,6.130409
20443,MOMENE,49.129137,6.127592
20442,LE LAC,49.096216,6.238373
20441,FALOGNE,49.098072,6.240245
20918,CARRIERE,49.16903,6.050299
20440,FALOGNE,49.097961,6.240284
20919,CARRIERE,49.168981,6.049968
20239,FONTAINES,49.14641,6.171613
20916,CHAPELLE,49.141664,6.115763
20238,RICHET,49.148041,6.171433
20917,CHAPELLE,49.141731,6.11564
20926,JUSTICE,49.166546,6.03834
20642,BERNARD,49.11457,6.211416
20925,DOUANIERS,49.16917,6.049078
20643,BERNARD,49.115608,6.210108
20924,DOUANIERS,49.169993,6.047781
20923,AMANVILLERS MAIRIE,49.167352,6.043792
20641,GANNE,49.115622,6.205456
20922,AMANVILLERS MAIRIE,49.167315,6.044089
20921,GRAND RUE,49.16866,6.048524
20039,ST ANDRE,49.096016,6.159141
20920,GRAND RUE,49.168571,6.048406
20037,SEMINAIRE,49.098821,6.161416
20038,ST ANDRE,49.095017,6.159309
20035,VAILLANT,49.100301,6.162633
20649,DEFENSE,49.107425,6.222794
20036,SEMINAIRE,49.097296,6.159947
20033,MANGIN,49.102981,6.164812
20646,BERGSON,49.108491,6.220521
20034,VAILLANT,49.099734,6.161893
20647,BERGSON,49.108586,6.220737
20031,CHARLES PETRE,49.105118,6.166607
20644,VALERY,49.110719,6.21913
20645,VALERY,49.110566,6.219524
20032,MANGIN,49.101628,6.163578
20263,ST QUENTIN,49.097305,6.144397
20458,FELIX MARECHAL,49.129281,6.137229
20262,ST QUENTIN,49.097806,6.143499
20265,ST PIERRE,49.093101,6.130913
20459,CLETTE,49.133166,6.133541
20264,ST QUENTIN,49.097133,6.143214
20267,ALGER,49.094319,6.13477
20061,ST NICOLAS,49.113474,6.178398
20266,ST PIERRE,49.093487,6.132556
20269,TOURAINE,49.095159,6.137307
20063,SERRET,49.109933,6.099509
20268,ALGER,49.094357,6.135257
20450,BRION,49.129628,6.132807
20452,MESOYERS,49.125935,6.157023
20451,BRION,49.130574,6.133126
20454,PRES ST JACQUES,49.134329,6.130716
20453,MESOYERS,49.126051,6.156872
20931,PLACE PUBLIQUE,49.154456,6.118011
20933,RUE DE METZ,49.155718,6.112978
20932,PLACE PUBLIQUE,49.154613,6.118068
20935,SAULNY CENTRE,49.158584,6.106055
20934,RUE DE METZ,49.155796,6.11311
20652,MICHELET,49.107235,6.228147
20937,BREUIL,49.160339,6.225823
20653,BORNY,49.10764,6.226753
20936,BREUIL,49.160456,6.225804
20654,SEBASTOPOL,49.10793,6.23789
20064,SERRET,49.109953,6.099902
20655,SEBASTOPOL,49.107569,6.238713
20065,ST JEAN,49.107987,6.104914
20656,SOLIDARITE,49.107696,6.243086
20066,ST JEAN,49.107874,6.10563
20657,SOLIDARITE,49.108065,6.243105
20067,MAGNY-AU-BOIS,49.075431,6.19535
20658,FAURNEL,49.099859,6.242836
20068,LE PATIS,49.15625,6.140045
20659,FAURNEL,49.100487,6.243099
20069,LIBERTE,49.107626,6.116943
20260,LES FRICHES,49.100099,6.141933
20261,LES FRICHES,49.099933,6.141901
20254,ALSACE,49.097586,6.129162
20253,ALSACE,49.097851,6.129572
20469,LORRY,49.135534,6.14924
20252,SAVOIE,49.096073,6.127213
20468,LORRY,49.135377,6.14934
20251,ANEMONES,49.094689,6.127949
20052,VOLONTAIRES,49.086598,6.156631
20258,8 MAI 1945,49.099941,6.138384
20051,MARGUERITE,49.088249,6.159647
20257,HAUT-RHELE,49.099033,6.13236
20050,MARGUERITE,49.088519,6.159345
20256,HAUT-RHELE,49.099102,6.132342
20255,SAVOIE,49.09608,6.127482
20463,ROUSSEL,49.13551,6.139901
20462,ROUSSEL,49.135469,6.139449
20938,CHIEULLES,49.159406,6.228951
20461,CAILLOUX,49.134777,6.137378
20939,CHIEULLES,49.159454,6.228745
20460,CAILLOUX,49.134432,6.136231
20259,8 MAI 1945,49.099762,6.138629
20467,SANSONNET,49.136522,6.147127
20466,SANSONNET,49.136331,6.147258
20465,BAUCHEZ,49.136516,6.143053
20464,BAUCHEZ,49.1365,6.142755
20660,ARIANE,49.094847,6.238683
20944,RUE DE METZ,49.133048,6.25347
20661,ARIANE,49.095468,6.238725
20943,RUE DE METZ,49.132918,6.252872
20942,VILLERS-L'ORME,49.151966,6.247561
20941,VANY,49.156121,6.239521
20664,AUBIGNY,49.09422,6.269894
20948,PINOTS MELES,49.134379,6.271577
20947,PINOTS MELES,49.134485,6.270597
20662,PASSOTTE,49.092386,6.240503
20946,NOUILLY CENTRE,49.135925,6.258621
20663,PASSOTTE,49.092755,6.240123
20945,NOUILLY CENTRE,49.136069,6.258508
20668,PREFECTURE,49.121736,6.174354
20056,SAULCY,49.120683,6.168326
20669,PREFECTURE,49.121497,6.175702
20053,VOLONTAIRES,49.086516,6.156709
20666,GUYENNE,49.112428,6.218095
20054,ST PRIVAT,49.084679,6.154756
20667,GUYENNE,49.112387,6.218413
20940,VANY,49.156538,6.239113
20250,ST PIERRE,49.092513,6.129579
20057,BIBLIOTHEQUE,49.12049,6.164445
20058,LE MOIGNE,49.120421,6.162431
20949,LES CHAULMES,49.133555,6.276123
20288,GENIE,49.106469,6.164285
20289,GENIE,49.105477,6.163709
20284,EUROPA COURCELLES,49.102123,6.158735
20285,EUROPA COURCELLES,49.101873,6.158445
20286,BOTANIQUE,49.103736,6.162055
20287,BOTANIQUE,49.103928,6.162672
20281,LITALDUS,49.099935,6.152666
20280,LITALDUS,49.099475,6.151035
20002,REPUBLIQUE,49.115655,6.173539
20950,LES CHAULMES,49.134104,6.27577
20283,NATION,49.101279,6.154658
20282,NATION,49.101335,6.154605
20951,MAS AU LIEVRE,49.131792,6.275067
20004,REPUBLIQUE,49.11486,6.173456
20678,BLIDA,49.125879,6.181409
20677,VOLO,49.125279,6.206401
20001,REPUBLIQUE,49.115508,6.174292
20679,BLIDA,49.125692,6.181443
20674,CEDRES,49.127401,6.211911
20673,AULNES,49.127298,6.207678
20676,VOLO,49.125352,6.206442
20959,RUE D'ARS,49.111687,6.028925
20675,CEDRES,49.127435,6.211656
20007,REPUBLIQUE,49.114359,6.1725
20670,MELEZES,49.128164,6.203304
20006,REPUBLIQUE,49.115876,6.173383
20009,REPUBLIQUE,49.115721,6.173388
20672,AULNES,49.127244,6.207678
20008,REPUBLIQUE,49.114699,6.173279
20671,MELEZES,49.12785,6.203632
20400,HERMITE,49.105768,6.187311
20401,HERMITE,49.105852,6.187463
20279,ST VICTOR,49.098273,6.147471
20408,GRANDMAISON,49.097972,6.194278
20409,GRANDMAISON,49.098211,6.194501
20277,CITE SNCF,49.09067,6.128154
20406,TIVOLI,49.099542,6.189834
20278,ST VICTOR,49.097991,6.146249
20407,TIVOLI,49.099718,6.189421
20275,LOTIS. INDUSTRIEL,49.089491,6.124281
20404,DUCROCQ,49.101329,6.188334
20276,CITE SNCF,49.090607,6.127315
20405,DUCROCQ,49.101871,6.188323
20402,COLLIGNON,49.104451,6.18736
20273,ROTONDE,49.087741,6.11829
20403,COLLIGNON,49.104182,6.187191
20274,LOTIS. INDUSTRIEL,49.089649,6.124102
20272,ROTONDE,49.087279,6.117113
20271,TOURNEBRIDE,49.086098,6.112645
20270,TOURAINE,49.095512,6.138724
20688,ST EXUPERY,49.086988,6.153127
20969,POUILLY,49.049823,6.188433
20687,ST EXUPERY,49.087124,6.153014
20686,MARRONNIERS,49.134202,6.215343
20685,PINS,49.132195,6.215446
20684,FRENES,49.13197,6.211513
20968,POUILLY,49.049845,6.188245
20963,MALMAISON,49.124887,6.017052
20680,GOUSSAUD,49.124063,6.172146
20964,MALMAISON,49.12504,6.016909
20410,GIRAUDOUX,49.097204,6.200458
20411,GIRAUDOUX,49.097543,6.199679
20412,ROEDERER,49.09803,6.202615
20413,ROEDERER,49.098638,6.203798
20414,GENERAL FRERE,49.1,6.205476
20415,GENERAL FRERE,49.100192,6.206181
20416,SEULHOTTE,49.101331,6.208305
20417,SEULHOTTE,49.101414,6.208648
20418,SYMPHONIE,49.104673,6.214215
20419,SYMPHONIE,49.104917,6.21507
21551,PLACE DE GAULE,49.060911,6.162694
20021,CITE U,49.120224,6.159604
21552,ROUTE DE BOULAY,49.126692,6.27577
20020,PLACE D'ARMES,49.119538,6.175495
20699,CHATRIAN,49.103342,6.149002
20023,SCIENCES,49.120615,6.165188
20022,LETTRES,49.120793,6.162896
20970,COLOMBIER,49.048281,6.185562
20025,ST THIEBAULT,49.11297,6.177281
20971,COLOMBIER,49.048226,6.185612
20024,SEROT,49.119758,6.16977
21553,ROUTE DE BOULAY,49.126606,6.26771
20027,LAFAYETTE,49.107684,6.171856
20973,THERMES,49.050279,6.183357
21554,MAS AU LIEVRE,49.131539,6.275074
20026,LAFAYETTE,49.107696,6.172284
20974,MAHIRE,49.050078,6.184572
20029,BON SECOURS,49.107041,6.168986
20692,POUGIN,49.100022,6.154519
20028,BON SECOURS,49.107153,6.168661
20694,MEURISSE,49.102278,6.155149
20693,POUGIN,49.100042,6.15487
20978,JEAN MOULIN,49.187006,6.044024
20696,LES COUVENTS,49.103546,6.152256
20979,CONOT CHENOY,49.188786,6.03856
20695,MEURISSE,49.102396,6.155538
20698,CHATRIAN,49.10326,6.14874
20697,LES COUVENTS,49.103613,6.152323
20422,TECHNOPOLE,49.104402,6.223622
20423,TECHNOPOLE,49.105077,6.223359
20420,CHAPPE,49.10725,6.220813
20421,CHAPPE,49.106308,6.221995
20297,LEGOUEST,49.11163,6.19136
20426,LINIERES,49.097343,6.224368
20427,LINIERES,49.096984,6.224797
20298,LEGOUEST,49.11162,6.192153
20424,ARAGO,49.101363,6.224116
20295,LACRETELLE,49.111227,6.187343
20296,LACRETELLE,49.111945,6.186621
20425,ARAGO,49.101754,6.224243
20428,ENSAM,49.096128,6.227245
20429,ENSAM,49.096312,6.226414
20012,REPUBLIQUE,49.115208,6.173798
20290,VERLAINE,49.109523,6.166817
20011,REPUBLIQUE,49.115721,6.173388
20980,CONOT CHENOY,49.188728,6.038486
20010,REPUBLIQUE,49.115655,6.173539
20294,LACRETELLE,49.111718,6.188278
20983,CHAMP BANAL,49.17265,6.04543
20016,GARE SNCF,49.109623,6.174366
20015,GARE SNCF,49.109839,6.173874
20984,CHAMP BANAL,49.173234,6.045326
20014,GARE SNCF,49.111815,6.176944
20292,JEAN XXIII,49.112784,6.182338
20981,ABBE BAUZIN,49.18934,6.034948
20291,VERLAINE,49.10818,6.167951
20982,ABBE BAUZIN,49.189125,6.036346
20013,GARE SNCF,49.112068,6.178606
20987,GRANDE FLAMEE,49.182824,6.040168
20019,PLACE D'ARMES,49.119991,6.175829
20988,GRANDE FLAMEE,49.183115,6.040279
20018,PLAPPEVILLE,49.130544,6.124422
20985,SAINT PRIVAT,49.186009,6.037485
20017,TURGOT,49.109821,6.187681
20986,SAINT PRIVAT,49.186068,6.03772
21075,Centre POMPIDOU,49.108441,6.180427
21077,FELIX MARECHAL,49.129106,6.137785
21079,CATHEDRALE,49.119926,6.174484
21068,PONTIFFROY,49.126492,6.178463
21051,GLISSU,49.055814,6.119876
21050,GLISSU,49.055881,6.119799
21391,ZONE HERGOTT,49.159781,6.158916
21396,VERNEVILLE,49.145226,6.005294
21397,VERNEVILLE,49.145085,6.005816
21398,ROSE GONTHIER,49.103621,6.243188
21399,ROSE GONTHIER,49.103605,6.243327
21054,MAISON NEUVE,49.11029,6.091101
21042,CRIMEE,49.113562,6.113576
21041,CRIMEE,49.114361,6.112973
21045,MARIEULLES,48.998756,6.100187
21046,VEZON,49.00654,6.094826
21049,FEY,49.029056,6.096845
21047,VEZON,49.006575,6.094954
21048,FEY,49.029075,6.09659
20470,N. JUNG,49.13365,6.152483
20478,MAGINOT,49.116871,6.185283
20208,JARDINIERS,49.095241,6.176491
20475,COLIBRI,49.130071,6.158906
20209,4 VENTS,49.094005,6.175613
20476,DENY,49.132554,6.142888
20206,LAVOIR,49.097251,6.174771
20473,LE MOYNE,49.131298,6.156734
20207,JARDINIERS,49.0953,6.176353
20474,COLIBRI,49.130273,6.158385
20204,EGLISE,49.099052,6.173756
20471,N. JUNG,49.133359,6.153132
20205,LAVOIR,49.097018,6.174891
20472,LE MOYNE,49.131432,6.156283
20202,ST BERNARD,49.099983,6.171216
20203,EGLISE,49.09846,6.172271
20200,SAINT LIVIER,49.101246,6.174749
20201,CHAPELLE,49.100289,6.172633
20481,JUIN,49.118393,6.190042
20480,JUIN,49.118138,6.189829
20486,BERNE,49.122776,6.193886
20487,BERNE,49.122851,6.194142
20488,ALSACE LORRAINE,49.12123,6.195397
20489,ALSACE LORRAINE,49.121446,6.194768
20482,RAPHAEL LEVY,49.120011,6.190535
20483,RAPHAEL LEVY,49.120307,6.190807
20484,ARTILLEURS,49.120309,6.193463
20485,ARTILLEURS,49.120142,6.193077
20492,PETITES SOEURS,49.119098,6.204376
20491,STOXEY,49.120076,6.196212
21095,CHR MERCY,49.085487,6.243075
20490,STOXEY,49.119173,6.196262
21096,TELEGRAPHE,49.146915,6.003114
21097,TELEGRAPHE,49.146804,6.003065
20495,METMAN,49.120055,6.209572
21099,VIGNOTTES,49.04201,6.156139
20228,SCARPONE,49.091445,6.169697
20496,MAUJEAN,49.120243,6.214953
21098,VIGNOTTES,49.041864,6.156111
20493,PETITES SOEURS,49.118934,6.204221
20494,METMAN,49.120102,6.208867
20227,SCARPONE,49.091365,6.169794
20499,GENIVAUX,49.122045,6.21658
20497,MAUJEAN,49.120122,6.214525
20498,GENIVAUX,49.122143,6.216615
20221,SABLIERES,49.086285,6.163121
20224,ST PIERRE,49.100238,6.175488
20222,SABLIERES,49.08643,6.163806
20223,CUGNOT,49.085555,6.163519
21081,TRENTE JOURS,49.096462,6.24581
21082,CHEMIN NOIR,49.114182,6.097957
21080,TRENTE JOURS,49.09626,6.245818
20900,NOUILLONS,49.111846,6.097379
21085,LUETTE,49.085191,6.148565
20901,NOUILLONS,49.112055,6.097331
20902,ERMITAGE,49.118285,6.096176
21086,LUETTE,49.085451,6.148358
21083,CHEMIN NOIR,49.114174,6.098109
20903,ERMITAGE,49.118338,6.096492
20904,LESSY,49.120937,6.094775
21084,11ème D'AVIATION,49.08619,6.14531
21089,LAQUENEXY,49.07894,6.316329
21088,EGLISE,49.109163,6.030398
21087,EGLISE,49.109085,6.030246
20210,4 VENTS,49.093858,6.175606
20211,LA HORGNE,49.093299,6.172565
20212,LA HORGNE,49.092954,6.172783
20213,BERTRAM,49.09351,6.169875
20214,BERTRAM,49.093282,6.169986
21106,JP PECHEUR,49.152122,6.161751
21107,JP PECHEUR,49.152043,6.161432
21108,POULMAIRE,49.151093,6.165768
21109,POULMAIRE,49.151192,6.166926
21100,RUE D'ARS,49.111983,6.028914
21101,ENIM,49.094037,6.22907
21102,ENIM,49.094288,6.229231
21103,VERDUN,49.080169,6.058095
21104,RUISSEAU,49.151022,6.158542
21105,RUISSEAU,49.151112,6.158716
21156,PONT ROUGE,49.114977,6.1928
21155,PONT ROUGE,49.115073,6.192005
21154,EDGAR REYLE,49.113414,6.192463
21153,EDGAR REYLE,49.113019,6.192625
21157,GANNE,49.115262,6.204143
21152,Centre POMPIDOU,49.108441,6.180427
21150,Centre POMPIDOU,49.108298,6.180342
20192,RIMPORT,49.124126,6.181019
20193,RIMPORT,49.12442,6.182156
20194,ST GEORGES,49.122724,6.178301
20195,ST GEORGES,49.122428,6.17803
20197,ARENES,49.106035,6.173556
20196,ARENES,49.105895,6.173556
20199,BOILVIN,49.103217,6.174654
20198,BOILVIN,49.103435,6.174783
20996,SALETTE,49.152869,6.246799
20601,PAPETERIE,49.068538,6.146654
20600,PAPETERIE,49.068917,6.146973
20603,LES CLOS,49.072941,6.147909
20602,LES CLOS,49.073823,6.147771
20605,GARENNES,49.076569,6.146633
20604,GARENNES,49.076519,6.146425
