id,nom,latitude,longitude
20571,Glaieuls,49.064183,6.158484
20245,C.f.p.a.,49.142821,6.171985
20439,La Dame,49.098537,6.244019
20807,Michel Ange,49.059369,6.169179
20244,Ramon,49.140223,6.17261
20041,Sugnon,49.094047,6.163126
20573,Camelias,49.06599,6.159558
20247,Boileau,49.142901,6.169416
20040,Sugnon,49.09431,6.162337
20246,Boileau,49.140167,6.172249
20436,Doliche,49.094534,6.245755
20241,De Chardin,49.144518,6.17181
20575,Bleuets,49.066503,6.16446
20240,Fontaines,49.146559,6.171951
20435,Cuvion,49.092385,6.242829
20243,Dreyfus,49.142275,6.172397
20577,Boutan,49.067218,6.169894
20438,La Dame,49.098897,6.2433
20242,De Chardin,49.143952,6.172245
20576,Azalees,49.067353,6.168055
20437,Doliche,49.094615,6.246003
20579,Av. De Magny,49.064101,6.167127
20384,Mirabelles,49.1313,6.145831
20432,Mercy,49.092108,6.240533
20431,F.i.m.,49.092146,6.234798
20383,Les Vignes,49.129115,6.145212
20434,Cuvion,49.09248,6.242702
20180,Vouerie,49.085913,6.155414
20386,La Butte,49.132891,6.147007
20433,Mercy,49.092159,6.240086
20385,Mirabelles,49.131623,6.146175
20182,Eble,49.131899,6.169053
20388,Buchoz,49.135243,6.148576
20249,Constantine,49.091231,6.125226
20181,Dales,49.132355,6.166398
20906,Le Quoity,49.123278,6.094878
20387,La Butte,49.133194,6.147402
20248,Constantine,49.091427,6.12623
20907,Scy-chazelles,49.114118,6.116556
20184,Ste Barbe,49.128726,6.170968
20430,F.i.m.,49.092106,6.234914
20389,Duploye,49.109411,6.189032
20185,Ste Barbe,49.129069,6.170938
20630,Bouzonville,49.135426,6.213675
20631,Tilleuls,49.134521,6.209846
20632,Grimont,49.140429,6.217495
20188,Pontiffroy,49.127256,6.176198
20189,Pontiffroy,49.127513,6.174827
20380,Felix Marechal,49.130181,6.138578
20382,Les Vignes,49.128856,6.145152
20810,Cimetiere De L'est,49.110125,6.199822
20046,Colson,49.089859,6.166111
20637,Yvan Goll,49.13491,6.169867
20047,Colson,49.090385,6.166508
20812,Tcrm,49.127379,6.184542
20048,Vacons,49.087508,6.164527
20639,Durutte,49.113721,6.20259
20811,Tcrm,49.128066,6.18553
20049,Vacons,49.087429,6.1643
20042,Lyautey,49.093867,6.167411
20633,Joba,49.141179,6.16567
20813,Poste Edf (st Julien),49.151962,6.213736
20043,Lyautey,49.093463,6.168015
20634,Metz-nord Gare,49.136989,6.168307
20044,Jerusalem,49.091913,6.167229
20635,Metz-nord Gare,49.137802,6.167997
20815,St Julien Fort,49.140828,6.205776
20045,Jerusalem,49.091747,6.167272
20636,Yvan Goll,49.133603,6.169638
20819,Colombey,49.110898,6.23049
20030,Charles Petre,49.105376,6.166618
20584,Brazza,49.057156,6.167665
21425,Serruriers,49.118616,6.240034
20236,Blory,49.087247,6.166818
20235,Blory,49.087325,6.167416
20817,Bourgogne,49.114273,6.227053
20818,Bourgogne,49.114178,6.227007
20588,Les Ecoles,49.05881,6.156493
20232,Le Mercier,49.088393,6.169687
20449,Stade,49.13181,6.131997
20587,Centre Commercial,49.058975,6.158888
20231,Le Mercier,49.08877,6.16978
20448,Stade,49.131664,6.130795
20586,Centre Commercial,49.058964,6.159215
20447,Croix D'oree,49.132377,6.125455
20375,St Simon,49.12763,6.152168
20445,La Croix,49.128974,6.130409
20374,St Simon,49.127661,6.151916
20373,Marne,49.126762,6.154139
20443,Momene,49.129137,6.127592
20589,Les Ecoles,49.058985,6.156363
20372,Marne,49.126738,6.153943
20442,Le Lac,49.096216,6.238373
20379,Castors,49.128481,6.14578
20173,Paquet,49.135095,6.15679
20441,Falogne,49.098072,6.240245
21422,Serruriers,49.118251,6.240068
20440,Falogne,49.097961,6.240284
20172,Paquet,49.135036,6.156721
20378,Castors,49.128357,6.145873
20239,Fontaines,49.14641,6.171613
20171,Daga,49.136468,6.156072
20377,Tortue,49.128386,6.148448
20238,Richet,49.148041,6.171433
21424,Potiers D'etain,49.116151,6.243566
20170,Carrieres,49.129905,6.207424
20376,Tortue,49.128288,6.148186
20642,Bernard,49.11457,6.211416
20176,Denain,49.13536,6.166205
20643,Bernard,49.115608,6.210108
20174,Patrotte,49.134416,6.162303
20641,Ganne,49.115622,6.205456
20175,Patrotte,49.135189,6.160736
20370,Victoire,49.125158,6.153212
20371,Victoire,49.124951,6.153146
20178,Bernanos,49.133549,6.168096
20039,St Andre,49.096016,6.159141
20823,Feivres,49.115151,6.240668
20037,Seminaire,49.098821,6.161416
20038,St Andre,49.095017,6.159309
20035,Vaillant,49.100301,6.162633
20649,Defense,49.107425,6.222794
20820,Colombey,49.110914,6.230591
20036,Seminaire,49.097296,6.159947
20646,Bergson,49.108491,6.220521
20033,Mangin,49.102981,6.164812
20647,Bergson,49.108586,6.220737
20580,Ferry,49.061007,6.166711
20034,Vaillant,49.099734,6.161893
20644,Valery,49.110719,6.21913
20031,Charles Petre,49.105118,6.166607
20645,Valery,49.110566,6.219524
20824,Feivres,49.114754,6.240076
20032,Mangin,49.101628,6.163578
20784,11ème D'aviation,49.085783,6.146222
20263,St Quentin,49.097305,6.144397
20553,Ponsard,49.089551,6.147214
20458,Felix Marechal,49.129281,6.137229
20262,St Quentin,49.097806,6.143499
20552,Ponsard,49.089645,6.147196
20265,St Pierre,49.093101,6.130913
20555,Simminger,49.090114,6.144795
20264,St Quentin,49.097133,6.143214
20459,Clette,49.133166,6.133541
20554,Simminger,49.090319,6.144903
20061,St Nicolas,49.113474,6.178398
20267,Alger,49.094319,6.13477
20266,St Pierre,49.093487,6.132556
20369,Lardemelle,49.124068,6.150026
20063,Serret,49.109933,6.099509
20269,Touraine,49.095159,6.137307
20551,Bleriot,49.089795,6.149399
20268,Alger,49.094357,6.135257
20550,Bleriot,49.089999,6.149416
20366,Sigisbert,49.122201,6.14891
20160,St Roch,49.079101,6.184166
20450,Brion,49.129628,6.132807
21412,Gravieres,49.078724,6.111973
20365,Beau Rivage,49.115946,6.150981
20368,Lardemelle,49.12381,6.14935
20452,Mesoyers,49.125935,6.157023
20162,Morlot,49.141094,6.150243
20367,Sigisbert,49.122495,6.148806
20161,Morlot,49.141066,6.150739
20451,Brion,49.130574,6.133126
20362,Pepinieres,49.114005,6.15485
20454,Pres St Jacques,49.134329,6.130716
20361,Villas,49.112664,6.157947
20453,Mesoyers,49.126051,6.156872
20556,Coubertin,49.091935,6.144348
20559,Peupliers,49.105694,6.209386
20364,Beau Rivage,49.115903,6.15083
20558,Peupliers,49.105033,6.21012
20363,Pepinieres,49.114318,6.154543
20167,Joba,49.141433,6.165285
20169,St Julien Fort,49.141353,6.206686
20360,Villas,49.112663,6.157677
20163,Quatre Bornes,49.139201,6.153432
20754,Mairie Borny,49.110763,6.222423
20164,Quatre Bornes,49.139406,6.153482
20652,Michelet,49.107235,6.228147
20165,Comedie,49.12096,6.172025
20653,Borny,49.10764,6.226753
20937,Breuil,49.160339,6.225823
20166,Alexandre Fleming,49.059413,6.163854
20936,Breuil,49.160456,6.225804
20654,Sebastopol,49.10793,6.23789
20064,Serret,49.109953,6.099902
20655,Sebastopol,49.107569,6.238713
20065,St Jean,49.107987,6.104914
20656,Solidarite,49.107696,6.243086
20752,St Thiebault,49.112194,6.178575
20657,Solidarite,49.108065,6.243105
20066,St Jean,49.107874,6.10563
20658,Faurnel,49.099859,6.242836
20067,Magny-au-bois,49.075431,6.19535
20659,Faurnel,49.100487,6.243099
20068,Le Patis,49.15625,6.140045
20069,Liberte,49.107626,6.116943
20260,Les Friches,49.100099,6.141933
20261,Les Friches,49.099933,6.141901
20254,Alsace,49.097586,6.129162
20566,Croix St Joseph,49.060103,6.162855
20253,Alsace,49.097851,6.129572
20565,Symphonie,49.104239,6.214974
20252,Savoie,49.096073,6.127213
20564,Arago,49.10053,6.22206
20469,Lorry,49.135534,6.14924
20251,Anemones,49.094689,6.127949
20468,Lorry,49.135377,6.14934
20258,8 Mai 1945,49.099941,6.138384
20052,Volontaires,49.086598,6.156631
20257,Haut-rhele,49.099033,6.13236
20051,Marguerite,49.088249,6.159647
20561,Marconi,49.100535,6.217985
20359,Palais  Sports,49.111258,6.161258
20256,Haut-rhele,49.099102,6.132342
20560,Marconi,49.100633,6.217788
20050,Marguerite,49.088519,6.159345
20255,Savoie,49.09608,6.127482
20358,Palais  Sports,49.111023,6.161439
20463,Roussel,49.13551,6.139901
20151,Valeriane,49.070881,6.18879
20150,Aubepine,49.072259,6.193105
20462,Roussel,49.135469,6.139449
20938,Chieulles,49.159406,6.228951
20461,Cailloux,49.134777,6.137378
20939,Chieulles,49.159454,6.228745
20259,8 Mai 1945,49.099762,6.138629
20460,Cailloux,49.134432,6.136231
20467,Sansonnet,49.136522,6.147127
20466,Sansonnet,49.136331,6.147258
20569,Lys,49.062776,6.161541
20465,Bauchez,49.136516,6.143053
20350,Haute-seille,49.115234,6.181713
20567,Place De Gaule,49.060909,6.162433
20464,Bauchez,49.1365,6.142755
20660,Ariane,49.094847,6.238683
20158,Petit-clou,49.076555,6.184082
20661,Ariane,49.095468,6.238725
20159,St Roch,49.078376,6.183774
20156,Acacias,49.073447,6.184585
20942,Villers-l'orme,49.151966,6.247561
20157,Petit-clou,49.07477,6.184236
20941,Vany,49.156121,6.239521
20154,Roseaux,49.071289,6.18571
20155,Acacias,49.073202,6.184489
20662,Passotte,49.092386,6.240503
20152,Valeriane,49.071002,6.192665
20663,Passotte,49.092755,6.240123
20153,Roseaux,49.071234,6.186713
20668,Prefecture,49.121736,6.174354
20669,Prefecture,49.121497,6.175702
20056,Saulcy,49.120683,6.168326
20666,Guyenne,49.112428,6.218095
20053,Volontaires,49.086516,6.156709
20667,Guyenne,49.112387,6.218413
20054,St Privat,49.084679,6.154756
20940,Vany,49.156538,6.239113
20250,St Pierre,49.092513,6.129579
20057,Bibliotheque,49.12049,6.164445
20058,Le Moigne,49.120421,6.162431
20534,Jousse,49.123052,6.206278
20535,Jousse,49.122876,6.206871
20536,Dunant,49.123693,6.203378
20537,Dunant,49.123836,6.2023
20538,Billotte,49.125904,6.196706
20539,Billotte,49.125468,6.197392
20140,Armoisieres,49.077312,6.189445
20288,Genie,49.106469,6.164285
20289,Genie,49.105477,6.163709
20530,Corchade,49.123105,6.215337
20284,Europa Courcelles,49.102123,6.158735
20531,Corchade,49.123155,6.215441
20285,Europa Courcelles,49.101873,6.158445
20532,Jugan,49.1225,6.212216
20286,Botanique,49.103736,6.162055
20533,Jugan,49.122294,6.213355
20287,Botanique,49.103928,6.162672
20853,En Prille,49.10948,6.126021
20281,Litaldus,49.099935,6.152666
20854,Haie Brulee,49.11072,6.097227
20002,Republique,49.115655,6.173539
20280,Litaldus,49.099475,6.151035
20283,Nation,49.101279,6.154658
20004,Republique,49.11486,6.173456
20282,Nation,49.101335,6.154605
20678,Blida,49.125879,6.181409
20858,Haie Brulee,49.111644,6.095175
20677,Volo,49.125279,6.206401
20001,Republique,49.115508,6.174292
20859,Chatel St Germain,49.122234,6.081553
20679,Blida,49.125692,6.181443
20142,Beausoleil,49.075723,6.186822
20674,Cedres,49.127401,6.211911
20141,Armoisieres,49.077139,6.189865
20673,Aulnes,49.127298,6.207678
20144,Hauts-de-magny,49.074047,6.190765
20676,Volo,49.125352,6.206442
20143,Beausoleil,49.075796,6.18719
20675,Cedres,49.127435,6.211656
20670,Melezes,49.128164,6.203304
20007,Republique,49.114359,6.1725
20145,Hauts-de-magny,49.074146,6.190783
20850,Plateau,49.081531,6.185122
20006,Republique,49.115876,6.173383
20148,Magny-au-bois,49.075172,6.195029
20851,Plateau,49.082391,6.184228
20672,Aulnes,49.127244,6.207678
20009,Republique,49.115721,6.173388
20147,Arago,49.100696,6.221001
20852,En Prille,49.109407,6.125291
20671,Melezes,49.12785,6.203632
20008,Republique,49.114699,6.173279
20400,Hermite,49.105768,6.187311
20547,St Ladre,49.09703,6.155166
20401,Hermite,49.105852,6.187463
20548,Mermoz,49.094013,6.152037
20545,Loges,49.098722,6.159194
20546,St Ladre,49.096782,6.155238
20549,Mermoz,49.09353,6.151576
20408,Grandmaison,49.097972,6.194278
20279,St Victor,49.098273,6.147471
20409,Grandmaison,49.098211,6.194501
20540,Tanneries,49.127027,6.192853
20406,Tivoli,49.099542,6.189834
20277,Cite Sncf,49.09067,6.128154
20407,Tivoli,49.099718,6.189421
20278,St Victor,49.097991,6.146249
20404,Ducrocq,49.101329,6.188334
20275,Lotis. Industriel,49.089491,6.124281
20543,Arsenal,49.123384,6.187981
20405,Ducrocq,49.101871,6.188323
20276,Cite Sncf,49.090607,6.127315
20544,Loges,49.099098,6.158229
20402,Collignon,49.104451,6.18736
20273,Rotonde,49.087741,6.11829
20541,Tanneries,49.126925,6.193033
20403,Collignon,49.104182,6.187191
20274,Lotis. Industriel,49.089649,6.124102
20542,Arsenal,49.122473,6.187973
20866,Rn3,49.109673,6.09102
20272,Rotonde,49.087279,6.117113
20867,Haie Brulee,49.111805,6.095545
20271,Tournebride,49.086098,6.112645
20270,Touraine,49.095512,6.138724
20864,Chahury,49.117661,6.084813
20139,Obelliane,49.075987,6.192814
20865,Rn3,49.109684,6.09121
20138,Obelliane,49.076163,6.192663
20688,St Exupery,49.086988,6.153127
20133,La Plaine,49.078403,6.190922
20687,St Exupery,49.087124,6.153014
20132,La Plaine,49.077934,6.191975
20686,Marronniers,49.134202,6.215343
20131,Apremont,49.08029,6.187103
20685,Pins,49.132195,6.215446
20130,Apremont,49.079329,6.187963
20684,Frenes,49.13197,6.211513
20862,Chemin Des Dames,49.11726,6.087838
20137,Mey,49.133892,6.237556
20863,Clery,49.121184,6.080518
20136,Tignomont,49.127531,6.16001
20135,Roosevelt,49.077187,6.1939
20861,Chemin Des Dames,49.116918,6.088182
20134,Roosevelt,49.076713,6.194405
20680,Goussaud,49.124063,6.172146
20516,Paraiges,49.117189,6.179771
20518,Tignomont,49.127595,6.160145
20519,Felix Marechal,49.1305,6.139539
20512,Jura,49.118411,6.20051
20410,Giraudoux,49.097204,6.200458
20513,Jura,49.118502,6.200633
20411,Giraudoux,49.097543,6.199679
20514,Tanneurs,49.119442,6.181847
20412,Roederer,49.09803,6.202615
20413,Roederer,49.098638,6.203798
20414,General Frere,49.1,6.205476
20415,General Frere,49.100192,6.206181
20510,Pivoines,49.125901,6.227387
20416,Seulhotte,49.101331,6.208305
20417,Seulhotte,49.101414,6.208648
20829,Place De France,49.156314,6.15322
20828,Jussy - Ste Ruffine,49.105111,6.089326
20418,Symphonie,49.104673,6.214215
20419,Symphonie,49.104917,6.21507
20835,Coupillon,49.141575,6.148088
20021,Cite U,49.120224,6.159604
20836,Rucher,49.144807,6.147837
20699,Chatrian,49.103342,6.149002
20020,Place D'armes,49.119538,6.175495
20837,Rucher,49.145042,6.147958
20023,Sciences,49.120615,6.165188
20838,Saules,49.147614,6.152408
20022,Lettres,49.120793,6.162896
20128,Faubourg,49.08423,6.182744
20831,Woippy (hotel De V.),49.151293,6.150132
20025,St Thiebault,49.11297,6.177281
20790,Aubepine,49.071542,6.193494
20127,Sur-le-gue,49.086303,6.182406
20832,Gambetta,49.14939,6.159635
20024,Serot,49.119758,6.16977
20833,Gambetta,49.149076,6.160073
20027,Lafayette,49.107684,6.171856
20129,Faubourg,49.084414,6.182861
20834,Coupillon,49.141369,6.148121
20026,Lafayette,49.107696,6.172284
20124,Frecot,49.091349,6.181371
20692,Pougin,49.100022,6.154519
20029,Bon Secours,49.107041,6.168986
20123,Bouchotte,49.092612,6.181337
20028,Bon Secours,49.107153,6.168661
20126,Sur-le-gue,49.086018,6.182328
20694,Meurisse,49.102278,6.155149
20125,Frecot,49.090629,6.181719
20830,Woippy (hotel De V.),49.151263,6.149991
20693,Pougin,49.100042,6.15487
20120,Vandernoot,49.095549,6.180628
20696,Les Couvents,49.103546,6.152256
20695,Meurisse,49.102396,6.155538
20122,Bouchotte,49.092488,6.181196
20698,Chatrian,49.10326,6.14874
20121,Vandernoot,49.095755,6.180724
20697,Les Couvents,49.103613,6.152323
20529,Jp Jean,49.125669,6.217188
20527,Saulnois,49.126457,6.222068
20398,Friant,49.10828,6.187721
20399,Friant,49.108275,6.187863
20528,Jp Jean,49.125791,6.217504
20422,Technopole,49.104402,6.223622
20525,My Mangenot,49.127851,6.225813
20397,Turgot,49.109848,6.188117
20526,Saulnois,49.126443,6.221837
20423,Technopole,49.105077,6.223359
20523,Barbe,49.129329,6.229601
20394,Lamartine,49.100528,6.198082
20420,Chappe,49.10725,6.220813
20421,Chappe,49.106308,6.221995
20524,My Mangenot,49.127811,6.22547
20395,Crevaux,49.099615,6.194323
20297,Legouest,49.11163,6.19136
20426,Linieres,49.097343,6.224368
20521,Fonny,49.1295,6.234914
20298,Legouest,49.11162,6.192153
20427,Linieres,49.096984,6.224797
20522,Barbe,49.12963,6.23001
20295,Lacretelle,49.111227,6.187343
20424,Arago,49.101363,6.224116
20296,Lacretelle,49.111945,6.186621
20425,Arago,49.101754,6.224243
20520,Fonny,49.12959,6.235033
20428,Ensam,49.096128,6.227245
20839,Saules,49.147658,6.152498
20429,Ensam,49.096312,6.226414
20290,Verlaine,49.109523,6.166817
